"","990
035","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
036","3","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
037","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","43","",".",".",".",".",".",".",".","81.4","",".",".",".","16.3","",".",".","2.3","."
"FOOD SCI
390","Dept. Total","1194","3.231","29.9","21.7","20.1","9.6","5.3","2.1","0.7","6.4","",".","3.4",".","0.6","",".",".","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","208","3.104","23.6","22.1","25.5","12.5","8.2","3.4","1.0",".","",".","3.8",".",".","",".",".",".","."
"Sophomore","","237","3.309","36.7","21.1","17.3","8.0","7.2","1.7","0.8",".","",".","7.2",".",".","",".",".",".","."
"Junior","","213","3.194","30.5","20.7","20.2","10.3","6.1","3.3","0.5","0.9","",".","7.0",".",".","",".",".",".","0.5"
"Senior","","407","3.228","31.0","24.1","23.6","11.5","3.9","1.7","0.7","3.2","",".",".",".",".","",".",".","0.2","."
"Undergraduates","","1065","3.213","30.7","22.3","21.9","10.7","5.9","2.3","0.8","1.4","",".","3.8",".",".","",".",".","0.1","0.1"
"Special","","3","3.600","33.3","66.7",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","125","3.662","22.4","15.2","5.6","0.8",".",".",".","49.6","",".",".",".","5.6","",".",".","0.8","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"","Dept. Total","1194","3.231","29.9","21.7","20.1","9.6","5.3","2.1","0.7","6.4","",".","3.4",".","0.6","",".",".","0.2","0.1"
