"","990
013","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
017","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Research","Course Total","9","",".",".",".",".",".",".",".","88.9","",".",".",".","11.1",".",".",".","."
"Independent Research","999
035","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"E ASIAN
295","Dept. Total","661","3.378","40.4","25.6","14.1","7.1","5.7","1.1","0.8","3.5","",".","0.2",".","0.2","0.9","0.5","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","77","3.168","29.9","33.8","13.0","7.8","13.0",".","2.6",".","",".",".",".",".",".",".",".","."
"Sophomore","","149","3.308","37.6","22.8","19.5","10.7","8.1","1.3",".",".","",".",".",".",".",".",".",".","."
"Junior","","146","3.382","43.2","23.3","15.8","8.2","5.5","1.4","1.4",".","",".",".",".",".",".","1.4",".","."
"Senior","","178","3.391","36.0","33.1","12.9","6.2","4.5","1.7","0.6","4.5","",".",".",".",".",".","0.6",".","."
"Undergraduates","","550","3.331","37.5","27.8","15.5","8.2","6.9","1.3","0.9","1.5","",".",".",".",".",".","0.5",".","."
"Special","","20","3.562","45.0","25.0","20.0","5.0",".",".",".","5.0","",".",".",".",".",".",".",".","."
"Graduate","","88","3.817","59.1","11.4","3.4","1.1",".",".",".","14.8","",".","1.1",".","1.1","6.8",".","1.1","."
"Prof Yr 2","","2","3.000",".",".","50.0",".",".",".",".","50.0","",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","3","3.167",".","33.3","33.3",".",".",".",".","33.3","",".",".",".",".",".",".",".","."
"","Dept. Total","661","3.378","40.4","25.6","14.1","7.1","5.7","1.1","0.8","3.5","",".","0.2",".","0.2","0.9","0.5","0.2","."
