"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"","999
098","4","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Ind Work-Applied Music","Course Total","59","3.947","86.4","6.8","1.7",".","",".","",".","",".",".","",".",".","",".","",".","3.4",".","1.7","."
"MUS PERF
664","Dept. Total","526","3.883","78.9","14.1","4.4","1.0","",".","",".","",".","0.8","",".",".","",".","",".","0.6",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","38","3.696","57.9","31.6","5.3","5.3","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","72","3.770","65.3","26.4","6.9","1.4","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","72","3.781","68.1","19.4","11.1","1.4","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","145","3.893","80.7","12.4","4.8","0.7","",".","",".","",".","1.4","",".",".","",".","",".",".",".",".","."
"Undergraduates","","327","3.817","71.9","19.3","6.7","1.5","",".","",".","",".","0.6","",".",".","",".","",".",".",".",".","."
"Special","","7","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","192","3.971","90.1","5.7","0.5",".","",".","",".","",".","1.0","",".",".","",".","",".","1.6",".","1.0","."
"","Dept. Total","526","3.883","78.9","14.1","4.4","1.0","",".","",".","",".","0.8","",".",".","",".","",".","0.6",".","0.4","."
