"GERMAN","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","",""
"325
Topics in Dutch Literature","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"337","000A","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"337","001","","17","3.455","23.5","35.3","35.3",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"Adv Compositn & Conversatn","Course Total","","22","3.438","27.3","27.3","36.4","4.5",".",".",".","4.5",".",".",".",".",".",".",".","."
"352
Topics-German Linguistics","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"367
Study Abroad in German Lit","000A","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"368
Study Abroad-German Culture","000A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"392
German for Grad Reading II","001","","10","3.500","70.0","10.0",".",".",".",".","10.0","10.0",".",".",".",".",".",".",".","."
"411
Kultur des 20. Jahrhunderts","001","","16","3.181","31.3","31.3","12.5","12.5","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"510
Germn-Jewsh Cltr Since 18c","001","","14","3.833","71.4",".","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"601
Kultur bis 1648","001","","12","3.513","50.0","33.3","8.3",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"625
Letterkunde der Lage Landen","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"644
Theory & Practice of Drama","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"651
Intro to Middle High German","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"677
Smr-German Culture Studies","001","","16","3.250","31.3","25.0","25.0",".","18.8",".",".",".",".",".",".",".",".",".",".","."
"682
Sr Honors Thesis-2nd Sem","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","000A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","10","3.955","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"711
Special Topics-German Lit","001","","12","3.708","66.7","16.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"723
Pract-Teachng Undergrad Lit","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"755","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"755","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Old Germanic Languages","Course Total","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
"804
Interdis W Europ Studies Sm","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"947
Adv Seminar in German Lit","001","","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"948
Advanced Seminar","001","","8","3.917","62.5","12.5",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"960
Seminar-German Linguistics","001","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"970
Adv Smr-German Linguistics","001","","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 220 of 407",""
