"L&S","","","","","","","","","","","","","","","","","","","",""
"GEOLOGY & GEOPHYSICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","","",""
"GEOLOGY
420","Dept. Total","2245","2.907","17.9","14.9","24.9","12.3","15.1","3.5","1.6","8.3","0.1","0.0","",".","0.5","0.2","0.5","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","238","2.584","9.2","13.0","29.8","12.6","25.2","5.0","4.2",".",".",".","",".",".",".","0.4",".","0.4"
"Sophomore","","474","2.867","17.1","17.7","29.5","12.7","16.9","3.8","1.7",".","0.2",".","",".",".",".","0.4",".","."
"Junior","","468","2.904","16.5","17.3","28.8","12.4","17.3","2.8","1.9","2.1",".","0.2","",".",".","0.2","0.4",".","."
"Senior","","824","2.921","18.4","14.8","24.5","15.4","14.1","3.9","1.0","6.7","0.1",".","",".","0.1","0.2","0.4","0.4","."
"Undergraduates","","2004","2.865","16.6","15.9","27.3","13.7","16.8","3.7","1.7","3.2","0.1","0.0","",".","0.0","0.1","0.4","0.1","0.0"
"Special","","19","2.768","15.8","10.5","15.8","5.3","5.3","15.8","5.3","10.5",".",".","",".",".",".","15.8",".","."
"Graduate","","220","3.780","29.5","6.4","3.6",".",".",".",".","54.5","0.5",".","",".","5.0","0.5",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","2","3.250","50.0",".","50.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","2245","2.907","17.9","14.9","24.9","12.3","15.1","3.5","1.6","8.3","0.1","0.0","",".","0.5","0.2","0.5","0.1","0.0"
