"","999
048","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
050","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
070","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","18","3.797","83.3",".","11.1",".",".",".","5.6",".","",".",".","",".",".",".",".",".","."
"SOC WORK
896","Dept. Total","1442","3.744","69.8","16.9","8.0","1.9","1.2","0.1","0.5","1.5","",".",".","",".","0.1","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","2.000","50.0",".",".",".","25.0",".","25.0",".","",".",".","",".",".",".",".",".","."
"Sophomore","","76","3.339","34.2","36.8","14.5","5.3","7.9",".","1.3",".","",".",".","",".",".",".",".",".","."
"Junior","","240","3.696","66.3","20.8","7.9","3.3","1.3",".","0.4",".","",".",".","",".",".",".",".",".","."
"Senior","","392","3.732","69.9","14.5","10.5","2.0","1.3","0.3","0.5","1.0","",".",".","",".",".",".",".",".","."
"Undergraduates","","712","3.664","64.7","19.0","10.0","2.8","2.1","0.1","0.7","0.6","",".",".","",".",".",".",".",".","."
"Special","","5","3.192","20.0","20.0","20.0","20.0",".",".",".",".","",".",".","",".",".","20.0",".",".","."
"Graduate","","713","3.841","74.6","15.0","6.2","0.8","0.3",".","0.3","2.4","",".",".","",".","0.3","0.1",".",".","."
"Prof Yr 1","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","10","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","12","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1442","3.744","69.8","16.9","8.0","1.9","1.2","0.1","0.5","1.5","",".",".","",".","0.1","0.1",".",".","."
