"Independent Reading","899
022","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
022","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
032","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"PORTUG
782","Dept. Total","193","3.303","45.1","17.1","20.2","2.6","6.7","2.6","3.1","2.1","",".",".","",".","",".","",".","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.056","22.2","11.1","44.4",".","22.2",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","34","3.092","38.2","8.8","23.5","5.9","14.7","2.9","2.9",".","",".",".","",".","",".","",".","2.9",".","."
"Junior","","45","3.226","37.8","22.2","24.4","2.2","4.4","6.7","2.2",".","",".",".","",".","",".","",".",".",".","."
"Senior","","74","3.320","47.3","17.6","18.9","2.7","5.4","1.4","5.4","1.4","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","162","3.229","41.4","16.7","22.8","3.1","8.0","3.1","3.7","0.6","",".",".","",".","",".","",".","0.6",".","."
"Special","","5","3.912","80.0","20.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","25","3.788","60.0","20.0","8.0",".",".",".",".","12.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","193","3.303","45.1","17.1","20.2","2.6","6.7","2.6","3.1","2.1","",".",".","",".","",".","",".","0.5",".","."
