"","991
054","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","991
058","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","991
059","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research Nutrition","Course Total","39","",".",".",".",".",".",".",".","84.6","5.1",".",".","7.7","",".",".","2.6","."
"NUTR SCI
694","Dept. Total","1367","2.796","18.4","13.3","19.9","14.7","20.6","5.5","1.0","6.2","0.1",".",".","0.2","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","383","2.563","9.7","11.7","19.6","19.8","30.8","6.5","1.8",".",".",".",".",".","",".",".",".","."
"Sophomore","","313","2.718","14.7","11.8","24.3","16.9","24.9","6.1","1.0","0.3",".",".",".",".","",".",".",".","."
"Junior","","192","2.795","21.9","13.5","19.8","12.0","23.4","8.9","0.5",".",".",".",".",".","",".",".",".","."
"Senior","","334","3.056","28.7","16.5","19.2","14.7","12.3","4.2","0.6","3.9",".",".",".",".","",".",".",".","."
"Undergraduates","","1222","2.768","18.1","13.3","20.7","16.4","23.1","6.1","1.1","1.1",".",".",".",".","",".",".",".","."
"Special","","15","3.474","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Graduate","","124","3.566","16.9","11.3","9.7",".",".",".",".","57.3","1.6",".",".","2.4","",".",".","0.8","."
"Prof Yr 1","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","3","3.333","33.3",".","66.7",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","6","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","1367","2.796","18.4","13.3","19.9","14.7","20.6","5.5","1.0","6.2","0.1",".",".","0.2","",".",".","0.1","."
