"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","8903","3.324","35.3","21.9","24.8","6.6","6.1","1.2","0.7","1.7","0.0","1.5","0.0","0.0","0.0","0.0","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","34","3.043","26.5","20.6","29.4","2.9","5.9","2.9","5.9",".",".","5.9",".",".",".",".",".","."
"Sophomore","","509","2.971","26.5","11.2","33.6","7.9","13.8","3.7","2.2",".","0.4","0.8",".",".",".",".",".","."
"Junior","","2346","3.179","28.6","19.3","32.1","8.9","8.2","1.4","1.1","0.0",".","0.3",".",".",".","0.1",".","."
"Senior","","3861","3.295","31.9","23.0","25.5","8.1","6.7","1.3","0.5","2.6","0.1","0.2","0.0",".","0.0",".",".","."
"Undergraduates","","6750","3.230","30.3","20.8","28.5","8.3","7.7","1.6","0.9","1.5","0.1","0.3","0.0",".","0.0","0.0",".","."
"Special","","126","3.333","38.9","20.6","23.0","5.6","7.1","1.6","0.8","1.6",".",".",".",".","0.8",".",".","."
"Graduate","","2007","3.681","51.5","25.9","12.6","1.1","0.4",".",".","2.5",".","5.6",".","0.1","0.0","0.1","0.1","."
"Prof Yr 1","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","4","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","13","3.848","69.2","15.4","7.7",".",".",".",".",".",".","7.7",".",".",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","20","3.843","65.0","20.0","5.0",".",".",".",".","5.0",".","5.0",".",".",".",".",".","."
"","College Total","8903","3.324","35.3","21.9","24.8","6.6","6.1","1.2","0.7","1.7","0.0","1.5","0.0","0.0","0.0","0.0","0.0","."
