"","990
042","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
061","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
067","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","21","",".",".",".",".",".",".",".","81.0","",".",".",".","9.5","",".",".","9.5","."
"AN SCI
604","Dept. Total","456","3.202","41.9","20.0","14.0","7.2","7.7","2.9","1.5","3.9","",".",".",".","0.4","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","67","2.766","17.9","28.4","13.4","14.9","13.4","9.0","3.0",".","",".",".",".",".","",".",".",".","."
"Sophomore","","71","3.154","40.8","21.1","15.5","9.9","5.6","2.8","4.2",".","",".",".",".",".","",".",".",".","."
"Junior","","69","3.063","34.8","20.3","15.9","11.6","13.0","2.9","1.4",".","",".",".",".",".","",".",".",".","."
"Senior","","159","3.338","44.7","19.5","20.1","5.0","8.2","1.9","0.6",".","",".",".",".",".","",".",".",".","."
"Undergraduates","","366","3.137","37.2","21.6","17.2","9.0","9.6","3.6","1.9",".","",".",".",".",".","",".",".",".","."
"Special","","28","3.781","64.3","28.6","3.6",".",".",".",".","3.6","",".",".",".",".","",".",".",".","."
"Graduate","","71","3.957","66.2","5.6",".",".",".",".",".","23.9","",".",".",".","2.8","",".",".","1.4","."
"Prof Yr 2","","1","",".",".",".",".",".",".",".",".","",".",".",".",".","",".",".","100.0","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".","50.0","."
"","Dept. Total","467","3.202","43.3","19.5","13.7","7.1","7.5","2.8","1.5","3.9","",".",".",".","0.4","",".",".","0.4","."
