"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"642
Intro to Information Security","001","","24","3.304","29.2","25.0","29.2",".","12.5",".",".",".",".",".",".",".",".",".",".","4.2"
"682","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"692","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","8","3.842","75.0",".","12.5",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"703
Adv Prog Language&Compilers","001","","6","3.900","66.7","16.7",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"704
Princ of Programming Langs","001","","12","3.682","58.3","16.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".","8.3","."
"719
Network Flows","001","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"731
Adv Artificial Intelligence","001","","22","3.568","40.9","40.9","13.6",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","","32","3.828","71.9","21.9","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"739
Distributed Systems","001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"740
Advanced Computer Networks","001","","12","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"756
Computer-Aided Desgn-VLSI","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","","15","2.800","6.7","46.7","13.3","20.0",".",".","13.3",".",".",".",".",".",".",".",".","."
"771
Computational Linguistics","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"776
Advanced Bioinformatics","001","","16","3.781","68.8","18.8","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"779
Rendering Images w/Computers","001","","14","3.846","78.6",".","14.3",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"784
Data Models and Languages","001","","13","3.615","53.8","15.4","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"799","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 192 of 407",""
