"L&S","","","","","","","","","","","","","","","","","","","",""
"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","596","3.098","32.4","12.8","16.4","10.1","10.1","2.9","3.5","5.7","0.5",".","",".","",".","5.0",".","0.5","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","88","2.966","27.3","13.6","23.9","12.5","15.9","3.4","3.4",".",".",".","",".","",".",".",".",".","."
"Sophomore","180","2.933","27.8","17.2","18.9","13.9","8.9","3.9","6.7","1.1","1.1",".","",".","",".",".",".","0.6","."
"Junior","96","3.169","38.5","7.3","17.7","10.4","12.5","2.1","2.1","8.3",".",".","",".","",".",".",".",".","1.0"
"Senior","137","3.101","35.8","13.9","16.8","10.2","11.7","3.6","2.9","4.4","0.7",".","",".","",".",".",".",".","."
"Undergraduates","501","3.031","31.9","13.8","19.0","12.0","11.6","3.4","4.2","3.2","0.6",".","",".","",".",".",".","0.2","0.2"
"Special","40","3.885","7.5","2.5",".",".",".",".",".","15.0",".",".","",".","",".","75.0",".",".","."
"Graduate","54","3.801","55.6","11.1","5.6",".","1.9",".",".","22.2",".",".","",".","",".",".",".","3.7","."
"Prof Yr 2","1","2.000",".",".",".",".","100.0",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","1","2.000",".",".",".",".","100.0",".",".",".",".",".","",".","",".",".",".",".","."
"Dept. Total","596","3.098","32.4","12.8","16.4","10.1","10.1","2.9","3.5","5.7","0.5",".","",".","",".","5.0",".","0.5","0.2"
