"","999
039","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
053","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
061","6","3.706","66.7",".","33.3",".",".",".",".",".",".",".",".","",".",".",".",".","."
"","999
063","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","14","3.844","78.6",".","14.3",".",".",".",".","7.1",".",".","",".",".",".",".",".","."
"CIV ENGR
240","Dept. Total","1398","3.328","38.1","17.3","20.3","6.4","5.1","1.9","0.1","7.7","0.4",".","",".","2.4","0.2",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.250","50.0",".","50.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","30","3.377","40.0","23.3","26.7","3.3","6.7",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","155","3.143","25.8","21.3","29.0","11.6","9.7","2.6",".",".",".",".","",".",".",".",".",".","."
"Senior","","739","3.218","34.2","20.8","26.0","8.9","6.5","2.8","0.3","0.3",".",".","",".",".","0.1",".",".","."
"Undergraduates","","926","3.210","33.0","21.0","26.6","9.2","7.0","2.7","0.2","0.2",".",".","",".",".","0.1",".",".","."
"Special","","36","3.411","33.3","16.7","25.0","5.6","5.6","2.8",".","8.3",".",".","",".",".","2.8",".",".","."
"Graduate","","436","3.757","49.1","9.6","6.7","0.5","0.9",".",".","23.6","1.1",".","",".","7.6","0.2",".","0.7","."
"","Dept. Total","1398","3.328","38.1","17.3","20.3","6.4","5.1","1.9","0.1","7.7","0.4",".","",".","2.4","0.2",".","0.2","."
