"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxatn:Bus & Persnl Planng","329
001","12","3.208","33.3","25.0","8.3","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"Legal Writing (M.L.I.)","603
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","713
001","46","3.567","39.1","32.6","26.1",".",".",".",".",".",".",".",".",".",".",".",".","2.2"
"","713
002","22","3.654","40.9","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".","4.5","."
"Legal Process","Course Total","68","3.595","39.7","36.8","20.6",".",".",".",".",".",".",".",".",".",".",".","1.5","1.5"
"","721
001","52","3.423","32.7","21.2","44.2","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"","721
002","19","3.722","63.2","10.5","21.1",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Contracts II","Course Total","71","3.500","40.8","18.3","38.0","1.4",".",".",".","1.4",".",".",".",".",".",".",".","."
"","723
001","12","3.636","25.0","66.7",".",".",".",".",".",".",".",".",".",".",".",".","8.3","."
"","723
002","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","11","3.591","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","13","3.731","46.2","53.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
723","12","3.818","58.3","33.3",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"","723
007","13","3.577","38.5","38.5","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","11","3.700","45.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","9.1"
"","723
009","12","3.583","41.7","33.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
010","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
013","14","3.607","42.9","35.7","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
014","13","3.500","30.8","38.5","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
015","13","3.462","30.8","30.8","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
016","13","3.808","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
017","13","3.808","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
018","12","3.625","41.7","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","019
723","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
020","12","3.292","8.3","41.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
021","12","3.500","41.7","16.7","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
022","11","3.545","18.2","72.7","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","267","3.669","47.9","36.3","14.6",".",".",".",".",".",".",".",".",".","0.4",".","0.4","0.4"
"","724
001","98","3.403","33.7","16.3","46.9","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"","002
724","84","3.464","33.3","31.0","29.8","3.6","1.2",".",".",".",".",".",".",".",".",".",".","1.2"
"","724
003","91","3.484","41.8","19.8","33.0","4.4","1.1",".",".",".",".",".",".",".",".",".",".","."
"Property","Course Total","273","3.449","36.3","22.0","37.0","3.7","0.7",".",".",".",".",".",".",".",".",".",".","0.4"
"","725
001","55","3.639","61.8","9.1","21.8","3.6","1.8",".",".",".",".",".",".",".",".",".",".","1.8"
"","725
002","48","3.542","41.7","25.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","725
003","52","3.577","46.2","26.9","25.0",".","1.9",".",".",".",".",".",".",".",".",".",".","."
"","725
004","51","3.510","31.4","39.2","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","725
005","60","3.467","35.0","26.7","36.7",".",".","1.7",".",".",".",".",".",".",".",".",".","."
"","725
006","15","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Criminal Procedure","Course Total","281","3.554","44.1","24.9","28.8","0.7","0.7","0.4",".",".",".",".",".",".",".",".",".","0.4"
"Federal Law & Indian Tribes","730
001","7","3.667","42.9","28.6","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"","731
001","49","3.378","34.7","22.4","32.7","4.1","4.1","2.0",".",".",".",".",".",".",".",".",".","."
"","002
731","44","3.512","45.5","11.4","38.6","2.3",".",".",".",".",".",".",".",".","2.3",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 330 of 407",""
