"MILITARY SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"","102
001","7","3.643","71.4",".","14.3","14.3",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","102
002","7","3.571","42.9","28.6","28.6",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","102
003","16","3.656","56.3","18.8","25.0",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Basic Leadership","Course Total","30","3.633","56.7","16.7","23.3","3.3",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Leadership Lab 1B","111
111","7","3.857","85.7",".","14.3",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Orienteering","194
001","7","3.929","85.7","14.3",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","202
001","15","3.133","40.0","13.3","20.0","13.3","6.7",".","","6.7",".",".","",".",".","",".","",".","",".",".","."
"","202
002","15","3.333","40.0","13.3","26.7","13.3","6.7",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Leadership and Teamwork","Course Total","30","3.233","40.0","13.3","23.3","13.3","6.7","",".","3.3",".","",".",".","",".","",".","",".",".",".","."
"Leadership Lab 2B","211
211","10","3.950","90.0","10.0",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Leadership and Ethics","302
001","17","3.912","82.4","17.6",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Leadership Lab 3B","311
001","12","4.000","100.0",".",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Officership","402
001","14","3.643","42.9","42.9","14.3",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Leadership Lab 4B","411
001","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"American Military History","491
001","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MIL SCI
644","Dept. Total","134","3.606","63.4","15.7","14.2","3.7","1.5","",".","0.7","0.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","2.931","13.6","27.3","40.9","13.6",".","",".","4.5",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","47","3.612","74.5","6.4","10.6","4.3","4.3","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","28","3.919","85.7","10.7","3.6",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","33","3.696","63.6","21.2","12.1",".",".","",".",".","3.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","130","3.603","63.8","14.6","14.6","3.8","1.5","",".","0.8","0.8","",".",".","",".","",".","",".",".",".","."
"Special","","2","3.500",".","100.0",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","134","3.606","63.4","15.7","14.2","3.7","1.5","",".","0.7","0.7","",".",".","",".","",".","",".",".",".","."
