"TERM : 1054","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2004-2005","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"LANG & CULTURES OF ASIA - LA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","",""
"LCA LANG
Dept. Total
522","166","3.734","74.7","13.9","4.2","1.2","1.8","1.8","0.6","1.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","17","3.633","58.8","23.5","11.8",".","5.9",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","16","3.648","56.3","18.8","25.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","19","3.681","68.4","21.1",".","5.3",".","5.3",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","42","3.578","71.4","14.3",".","2.4","4.8","2.4","2.4","2.4","",".",".","",".","",".","",".",".",".","."
"Undergraduates","94","3.621","66.0","18.1","6.4","2.1","3.2","2.1","1.1","1.1","",".",".","",".","",".","",".",".",".","."
"Special","5","3.857","60.0","20.0",".",".",".",".",".","20.0","",".",".","",".","",".","",".",".",".","."
"Graduate","67","3.897","88.1","7.5","1.5",".",".","1.5",".","1.5","",".",".","",".","",".","",".",".",".","."
"Dept. Total","166","3.734","74.7","13.9","4.2","1.2","1.8","1.8","0.6","1.8","",".",".","",".","",".","",".",".",".","."
