"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"694","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"694","016","","52","3.966","94.2","5.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"694","065","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"694","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Developmental Psych","Course Total","","64","3.973","95.3","4.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","003","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","011","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","024","","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".",".",".","9.1","."
"695","029","","10","3.882","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","040","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695","060","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","067","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"695","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","74","3.974","95.9","1.4","1.4",".",".",".",".",".",".",".",".",".",".",".","1.4","."
"697","012","","10","3.885","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","022","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","023","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems in Human Behavior","Course Total","","53","3.980","98.1",".","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","17","3.952","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","047","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","38","3.964","92.1","7.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Prosmr-Experimental Psych","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Prosmr in Social Psychology","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Proseminar-Clinical Psych","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"706
Prosmr-Developmental Psych","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"707
Proseminar-Biological Psych","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"710
Dsgn&Anal-Psych Experiments","001","","25","3.708","56.0","24.0","16.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"711
Current Topics in Psych","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715
Lang&Cognitive Development","001","","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"728
Classic Iss in Social Psych","001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
