"","996
015","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
041","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research-Plant Physiology","Course Total","11","",".",".",".",".",".",".",".","90.9",".",".",".","9.1",".",".",".","."
"BOTANY
208","Dept. Total","818","3.220","36.1","14.4","25.6","6.0","8.9","2.1","1.1","5.1","0.1",".",".","0.1","0.1","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","65","3.147","26.2","15.4","36.9","12.3","7.7","1.5",".",".",".",".",".",".",".",".",".","."
"Sophomore","","183","3.184","35.5","14.2","31.1","6.0","10.4","1.6","1.1",".",".",".",".",".",".",".",".","."
"Junior","","192","3.288","41.1","14.6","29.2","4.7","6.8","1.6","1.6",".",".",".",".",".",".","0.5",".","."
"Senior","","255","3.112","33.7","16.1","24.3","6.7","13.7","3.5","1.2","0.4","0.4",".",".",".",".",".",".","."
"Undergraduates","","695","3.187","35.5","15.1","28.6","6.5","10.4","2.3","1.2","0.1","0.1",".",".",".",".","0.1",".","."
"Special","","30","3.374","43.3","10.0","23.3","10.0","3.3","3.3",".","3.3",".",".",".",".","3.3",".",".","."
"Graduate","","93","3.728","37.6","10.8","3.2","1.1",".",".","1.1","43.0",".",".",".","1.1",".",".","2.2","."
"","Dept. Total","818","3.220","36.1","14.4","25.6","6.0","8.9","2.1","1.1","5.1","0.1",".",".","0.1","0.1","0.1","0.2","."
