"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"995
Rsch-Macromolecular Chem","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","039","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"996","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Materials Chemistry","Course Total","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
