"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Probs-Commercial Law","913
001","21","3.500","33.3","14.3","23.8","4.8",".",".",".","23.8",".",".",".",".",".",".",".","."
"Securities Regulation","914
001","26","3.400","23.1","19.2","30.8","3.8",".",".",".","23.1",".",".",".",".",".",".",".","."
"","915
001","22","3.705","54.5","31.8","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","915
002","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","Course Total","30","3.787","63.3","26.7","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","918
001","23","3.705","52.2","30.4","13.0",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"","918
002","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","29","3.750","58.6","27.6","10.3",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"Problems in Family Law-Smr","939
001","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
001","18","3.861","72.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
003","13","3.917","76.9","15.4",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"","940
004","12","3.375","8.3","58.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
005","14","3.429","50.0","28.6","14.3",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","940
006","17","3.625","41.2","35.3","17.6",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","940
007","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
008","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
010","24","3.646","45.8","37.5","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
011","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
013","31","3.717","61.3","16.1","19.4",".",".",".",".","3.2",".",".",".",".",".",".",".","."
"","940
014","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
015","23","3.792","65.2","17.4","8.7",".",".",".",".",".",".",".",".",".","8.7",".",".","."
"","940
016","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
017","18","3.731","38.9","27.8","5.6",".",".",".",".","27.8",".",".",".",".",".",".",".","."
"","940
018","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","223","3.723","58.3","26.0","10.8",".",".",".","0.4","3.6",".",".",".",".","0.9",".",".","."
"Probs-Mod Amer Legal Hist","944
001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs:Insurance Law Seminar","948
001","11","3.591","63.6","9.1","18.2",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"","950
001","60","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
002","7","4.000","14.3",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","."
"","950
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
04","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","75","4.000","1.3",".",".",".",".",".",".","98.7",".",".",".",".",".",".",".","."
"Problems-Poverty Law Smr","951
001","37","3.600","51.4","10.8","16.2",".",".",".","2.7","16.2",".",".",".",".",".",".","2.7","."
"Problems:Bus Org-Seminar","953
001","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".",".",".","10.0","."
"Publ Sect Labor Rel Law Sem","955
001","16","3.784","56.3","43.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Estate Planning","957
001","16","3.594","50.0","18.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Select Probs-Policing Smr","977
001","11","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
009","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
011","6","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"","990
014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 333 of 407",""
