"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2654","3.430","47.7","18.2","17.4","7.8","6.2","0.5","0.2","1.9","",".",".","",".","0.2","0.0",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","14","3.690","71.4","7.1","14.3",".","7.1",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","12","3.311","58.3","16.7","8.3","8.3",".","8.3",".",".","",".",".","",".",".",".",".",".","."
"Senior","","92","3.340","48.9","9.8","18.5","12.0","7.6","2.2",".","1.1","",".",".","",".",".",".",".",".","."
"Undergraduates","","119","3.382","52.9","10.1","16.8","10.1","6.7","2.5",".","0.8","",".",".","",".",".",".",".",".","."
"Special","","2","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"Graduate","","162","3.820","56.8","6.2","4.9",".",".",".",".","29.6","",".",".","",".","2.5",".",".",".","."
"Prof Yr 1","","425","3.130","44.7","16.5","16.9","11.5","9.2","1.2",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","893","3.228","39.1","18.5","22.1","10.8","9.0","0.6","0.1",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","748","3.451","47.3","25.0","17.9","5.7","3.6","0.1","0.1",".","",".",".","",".",".","0.1",".",".","."
"Prof Yr 4","","305","3.793","71.1","12.5","9.8","2.6","3.3",".","0.7",".","",".",".","",".",".",".",".",".","."
"Professionals","","2371","3.422","46.8","19.4","18.3","8.3","6.6","0.5","0.2",".","",".",".","",".",".","0.0",".",".","."
"","College Total","2654","3.430","47.7","18.2","17.4","7.8","6.2","0.5","0.2","1.9","",".",".","",".","0.2","0.0",".",".","."
