"EGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Contemp Iss-Engr Profession","101
001","","39","3.923","87.2","10.3","2.6",".","","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Introduction to Engineering","160
001","","37","3.770","64.9","24.3","10.8",".","","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"INTEREGR
496","Dept. Total","","76","3.810","76.3","17.1","6.6","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","37","3.753","67.6","21.6","10.8","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","35","3.866","85.7","11.4","2.9","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","4","3.917","75.0","25.0",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","76","3.810","76.3","17.1","6.6","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","76","3.810","76.3","17.1","6.6","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
