"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","","59","3.797","83.1","5.1","6.8","1.7","1.7","1.7",".","",".",".","",".",".","",".","",".","",".",".","."
"","300
001","","15","3.700","53.3","33.3","13.3",".",".",".",".","",".",".","",".",".","",".","",".","",".",".","."
"","300
002","","9","3.813","55.6","33.3",".",".",".",".",".","","11.1",".","",".",".","",".","",".","",".",".","."
"Humanities Topics in EAS","Course Total","","24","3.739","54.2","33.3","8.3",".",".",".","",".","4.2","",".",".","",".","",".","",".",".",".","."
"E A STDS
298","Dept. Total","","83","3.780","74.7","13.3","7.2","1.2","1.2","1.2","",".","1.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","10","3.850","70.0","30.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","34","3.882","82.4","11.8","5.9",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","22","3.705","68.2","9.1","18.2","4.5",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","16","3.600","68.8","12.5",".",".","6.3","6.3","",".","6.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","82","3.778","74.4","13.4","7.3","1.2","1.2","1.2","",".","1.2","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","83","3.780","74.7","13.3","7.2","1.2","1.2","1.2","",".","1.2","",".",".","",".","",".","",".",".",".","."
