"","999
075","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
090","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
094","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading & Research","Course Total","19","3.946","47.4","5.3",".",".",".",".",".","47.4",".",".",".",".",".",".",".","."
"SOC
900","Dept. Total","3068","3.312","34.0","24.4","17.4","7.1","6.2","1.2","1.2","7.0","0.1","0.4","0.0","0.2","0.4","0.1","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","",""
"Freshmen","","225","3.126","24.0","33.3","18.2","11.1","7.1","1.3","4.0",".",".","0.4","0.4",".",".",".",".","."
"Sophomore","","561","3.250","28.0","28.7","25.1","5.9","9.1","0.7","1.1","0.5","0.2","0.5",".",".","0.2",".",".","."
"Junior","","783","3.300","34.5","25.0","21.6","8.6","6.1","1.0","1.3","0.9","0.1","0.5",".",".","0.3",".","0.1","."
"Senior","","1074","3.297","35.0","25.6","15.6","8.7","6.9","2.1","1.1","3.4","0.1","0.5",".","0.2","0.5","0.2",".","0.2"
"Undergraduates","","2643","3.271","32.4","26.7","19.6","8.2","7.2","1.4","1.4","1.7","0.1","0.5","0.0","0.1","0.3","0.1","0.0","0.1"
"Special","","15","3.034","20.0","20.0","26.7","6.7","6.7",".","6.7","13.3",".",".",".",".",".",".",".","."
"Graduate","","410","3.861","44.6","9.8","2.4",".",".",".",".","41.0",".",".",".","1.0","1.2",".",".","."
"","Dept. Total","3068","3.312","34.0","24.4","17.4","7.1","6.2","1.2","1.2","7.0","0.1","0.4","0.0","0.2","0.4","0.1","0.0","0.1"
