"","775
002","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","53","",".",".",".",".",".",".",".","98.1",".",".",".",".",".",".","1.9","."
"MED SC-V
623","Dept. Total","1141","3.598","24.5","4.8","5.2","0.4","0.2",".",".","63.9",".",".",".",".","0.9",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","5","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special","","6","4.000","16.7",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 1","","300","3.500","8.3","10.7","7.7","0.3",".",".",".","71.3",".",".",".",".","1.7",".",".","."
"Prof Yr 2","","96","4.000","2.1",".",".",".",".",".",".","92.7",".",".",".",".","5.2",".",".","."
"Prof Yr 3","","317","3.366","26.5","7.3","10.4","1.3","0.6",".",".","53.9",".",".",".",".",".",".",".","."
"Prof Yr 4","","416","3.981","38.7",".","0.7",".",".",".",".","60.1",".",".",".",".",".",".","0.5","."
"Professionals","","1129","3.590","24.1","4.9","5.2","0.4","0.2",".",".","64.1",".",".",".",".","0.9",".","0.2","."
"","Dept. Total","1141","3.598","24.5","4.8","5.2","0.4","0.2",".",".","63.9",".",".",".",".","0.9",".","0.2","."
