"BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTUARIAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"","300
001","35","3.914","88.6","5.7","5.7",".",".",".",".","",".",".","",".",".","",".","",".","",".",".","."
"","300
002","37","3.932","89.2","8.1","2.7",".",".",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Actuarial Science Methods","Course Total","72","3.924","88.9","6.9","4.2",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Theory-Interst & Life Insur","303
001","46","3.543","52.2","23.9","17.4","2.2",".","4.3",".","",".",".","",".",".","",".","",".","",".",".","."
"Actuarial Mathematics 2","651
001","35","3.343","31.4","28.6","20.0","17.1","2.9",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Loss Distributn&Survival Model","653
001","23","3.342","34.8","21.7","17.4",".",".","8.7",".","","17.4",".","",".",".","",".","",".","",".",".","."
"Seminar in Actuarial Science","654
001","31","3.613","48.4","38.7","9.7",".",".","3.2",".","",".",".","",".",".","",".","",".","",".",".","."
"ACT SCI
242","Dept. Total","207","3.546","58.9","20.8","12.1","3.4","0.5","2.4","",".","1.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","2.500","33.3","33.3",".",".",".","33.3","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","22","3.697","77.3","4.5","18.2",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","58","3.722","74.1","13.8","12.1",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","103","3.452","47.6","27.2","11.7","4.9","1.0","3.9","",".","3.9","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","186","3.531","59.1","20.4","12.4","2.7","0.5","2.7","",".","2.2","",".",".","",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","20","3.625","55.0","25.0","10.0","10.0",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","207","3.546","58.9","20.8","12.1","3.4","0.5","2.4","",".","1.9","",".",".","",".","",".","",".",".",".","."
