"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","9644","3.187","33.6","15.7","18.0","8.1","9.1","2.5","0.8","10.1","0.1","0.6","0.0","0.8","0.2","0.1","0.3","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","936","2.891","20.1","19.3","20.3","14.1","17.7","4.7","1.4",".",".","2.2","0.1",".",".",".",".","."
"Sophomore","","1231","3.077","32.3","16.5","19.6","11.5","13.4","3.5","1.2","0.1",".","1.9",".",".",".",".","0.1","."
"Junior","","1622","3.064","30.4","18.1","22.0","10.4","12.8","3.9","1.1","0.2","0.1","0.9",".",".",".","0.1","0.1","0.1"
"Senior","","3533","3.228","38.7","16.8","21.9","8.7","9.3","2.4","0.7","1.1",".",".",".",".","0.2","0.1","0.1","."
"Undergraduates","","7322","3.120","33.4","17.3","21.3","10.2","11.8","3.2","1.0","0.6","0.0","0.8","0.0",".","0.1","0.0","0.1","0.0"
"Special","","165","3.389","37.6","20.6","20.6","4.8","3.0","0.6","1.2","7.3",".",".",".",".",".",".","4.2","."
"Graduate","","2057","3.734","34.2","9.4","5.2","0.8","0.2",".",".","44.5","0.2",".",".","3.8","0.6","0.2","0.9","."
"Prof Yr 1","","89","3.411","41.6","16.9","27.0","7.9","5.6",".",".","1.1",".",".",".",".",".",".",".","."
"Prof Yr 2","","3","3.500",".","66.7",".",".",".",".",".",".",".",".",".",".",".",".","33.3","."
"Prof Yr 3","","19","3.500","36.8",".","21.1","5.3",".",".",".","36.8",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","112","3.426","40.2","15.2","25.0","7.1","4.5",".",".","7.1",".",".",".",".",".",".","0.9","."
"","College Total","9656","3.187","33.7","15.7","17.9","8.1","9.1","2.5","0.8","10.1","0.1","0.6","0.0","0.8","0.2","0.1","0.3","0.0"
