"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"","999
025","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","9","3.958","88.9","11.1",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"ED POL
310","Dept. Total","353","3.634","51.0","19.8","11.3","2.8","1.1","0.6","0.6","10.5","",".",".","",".","1.1","0.8",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","15","3.367","26.7","26.7","40.0","6.7",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","73","3.562","57.5","15.1","19.2","4.1","1.4","2.7",".",".","",".",".","",".",".",".",".",".","."
"Senior","","115","3.444","36.5","33.0","15.7","5.2","2.6",".","1.7","4.3","",".",".","",".",".",".",".","0.9","."
"Undergraduates","","203","3.482","43.3","26.1","18.7","4.9","2.0","1.0","1.0","2.5","",".",".","",".",".",".",".","0.5","."
"Special","","11","3.795","45.5","27.3",".",".",".",".",".","18.2","",".",".","",".",".","9.1",".",".","."
"Graduate","","139","3.914","62.6","10.1","1.4",".",".",".",".","21.6","",".",".","",".","2.9","1.4",".",".","."
"","Dept. Total","353","3.634","51.0","19.8","11.3","2.8","1.1","0.6","0.6","10.5","",".",".","",".","1.1","0.8",".","0.3","."
