"","999
025","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
107","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
134","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"MARKETNG
237","Dept. Total","1323","3.432","35.8","29.4","22.9","7.8","2.3","0.1","0.2","1.4","",".",".","",".","",".","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.400","50.0",".","50.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","379","3.250","25.3","23.5","31.7","15.3","3.7",".","0.3",".","",".",".","",".","",".",".","0.3",".","."
"Senior","","691","3.465","36.3","31.4","21.4","6.4","2.5","0.1","0.1","1.6","",".",".","",".","",".","0.1",".",".","."
"Undergraduates","","1072","3.388","32.5","28.5","25.1","9.5","2.9","0.1","0.2","1.0","",".",".","",".","",".","0.1","0.1",".","."
"Special","","17","3.382","29.4","23.5","41.2","5.9",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","234","3.671","51.7","33.8","11.5",".",".",".",".","3.0","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1323","3.432","35.8","29.4","22.9","7.8","2.3","0.1","0.2","1.4","",".",".","",".","",".","0.1","0.1",".","."
