"PHYSIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","",""
"Research","Course Total","48","",".",".",".",".",".",".",".","100.0","",".",".",".","",".","",".",".",".","."
"PHYSIOL
762","Dept. Total","650","3.267","38.6","9.7","28.5","4.3","9.7","0.8","0.9","7.5","",".",".",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","55","2.652","12.7",".","41.8","12.7","29.1","1.8","1.8",".","",".",".",".","",".","",".",".",".","."
"Junior","","113","2.857","22.1","8.0","38.1","4.4","23.0","1.8","2.7",".","",".",".",".","",".","",".",".",".","."
"Senior","","120","3.056","35.8","3.3","35.0","6.7","15.0","1.7","1.7","0.8","",".",".",".","",".","",".",".",".","."
"Undergraduates","","288","2.898","26.0","4.5","37.5","6.9","20.8","1.7","2.1","0.3","",".",".",".","",".","",".",".",".","."
"Special","","13","3.464","46.2","23.1","15.4","15.4",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Graduate","","195","3.546","41.0","17.9","13.3","2.6","1.5",".",".","23.6","",".",".",".","",".","",".",".",".","."
"Prof Yr 1","","148","3.618","58.1","8.1","33.1","0.7",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","6","4.000","66.7",".",".",".",".",".",".","33.3","",".",".",".","",".","",".",".",".","."
"Professionals","","154","3.622","58.4","7.8","31.8","0.6",".",".",".","1.3","",".",".",".","",".","",".",".",".","."
"","Dept. Total","650","3.267","38.6","9.7","28.5","4.3","9.7","0.8","0.9","7.5","",".",".",".","",".","",".",".",".","."
