"","999
055","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
057","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
060","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
062","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","43","3.939","74.4","7.0","2.3",".",".",".",".","9.3","",".",".","",".",".","4.7","2.3",".","."
"HISTORY
448","Dept. Total","4200","3.384","31.8","30.1","20.7","6.5","2.8","0.9","0.9","5.2","",".",".","",".","0.4","0.3","0.2","0.2","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","327","3.236","22.0","33.3","28.7","8.3","4.9","1.2","1.5",".","",".",".","",".",".",".",".",".","."
"Sophomore","","802","3.368","28.8","36.8","23.3","6.4","2.0","1.0","1.4","0.2","",".",".","",".",".",".","0.1",".","."
"Junior","","992","3.342","30.5","31.5","22.9","7.6","3.5","1.0","1.2","1.3","",".",".","",".",".","0.1","0.2","0.2","."
"Senior","","1669","3.390","32.2","30.3","21.4","6.9","3.0","1.0","0.6","3.9","",".",".","",".","0.1","0.2","0.2","0.1","0.1"
"Undergraduates","","3790","3.358","30.2","32.2","22.8","7.1","3.1","1.0","1.0","2.1","",".",".","",".","0.1","0.1","0.2","0.1","0.0"
"Special","","72","3.658","22.2","6.9","4.2","2.8",".",".",".","52.8","",".",".","",".",".","1.4","1.4","8.3","."
"Graduate","","334","3.901","51.8","11.4","0.6",".",".",".",".","29.6","",".",".","",".","4.5","1.8","0.3",".","."
"Prof Yr 2","","3","3.500","66.7",".",".","33.3",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","4","3.500","50.0","25.0",".","25.0",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","4200","3.384","31.8","30.1","20.7","6.5","2.8","0.9","0.9","5.2","",".",".","",".","0.4","0.3","0.2","0.2","0.0"
