"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","",""
"","990
065","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","42","",".",".",".",".",".",".","",".","97.6","",".",".",".","2.4",".",".",".","."
"PATH
704","Dept. Total","463","3.216","19.9","24.0","25.1","11.2","3.0","1.9","",".","9.7","",".","4.1",".","0.2","0.4",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","2.765","16.7","33.3",".",".","50.0",".","",".",".","",".",".",".",".",".",".",".","."
"Junior","","91","3.004","18.7","20.9","28.6","22.0","3.3","6.6","",".",".","",".",".",".",".",".",".",".","."
"Senior","","97","3.160","15.5","29.9","32.0","14.4","5.2","1.0","",".","2.1","",".",".",".",".",".",".",".","."
"Undergraduates","","194","3.075","17.0","25.8","29.4","17.5","5.7","3.6","",".","1.0","",".",".",".",".",".",".",".","."
"Special","","19","3.550","42.1","15.8","15.8",".",".",".","",".","5.3","",".",".",".",".","10.5",".","10.5","."
"Graduate","","135","3.350","23.0","9.6","20.0","0.7","1.5",".","",".","31.1","",".","14.1",".",".",".",".",".","."
"Prof Yr 1","","124","3.315","24.2","36.3","23.4","13.7","0.8","1.6","",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","5","4.000","80.0",".",".",".",".",".","",".",".","",".",".",".","20.0",".",".",".","."
"Professionals","","129","3.336","26.4","34.9","22.5","13.2","0.8","1.6","",".",".","",".",".",".","0.8",".",".",".","."
"","Dept. Total","477","3.216","22.2","23.3","24.3","10.9","2.9","1.9","",".","9.4","",".","4.0",".","0.2","0.4",".","0.4","."
