"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Life in the Middle Ages","215
030","","18","3.625","50.0","33.3",".",".",".","5.6",".","11.1",".",".",".",".",".",".",".","."
"Sch&Learning-Medieval World","311
001","","9","3.125","11.1","33.3","22.2","11.1","11.1",".",".","11.1",".",".",".",".",".",".",".","."
"In Transl:Scand Tale&Ballad","345
001","","9","3.607","22.2","77.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lit in Trans-Icelandic Saga","346
001","","13","2.750",".","7.7","46.2","23.1",".","7.7",".",".",".",".",".",".",".","15.4",".","."
"Arthurian Legend & Literature","351
023","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Beowulf","359
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"The Anglo-Saxons","360
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","367
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Byzantine Med & Pharmacy","562
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","Dept. Total","","76","3.425","36.8","28.9","15.8","7.9","1.3","2.6",".","3.9",".",".",".",".",".","2.6",".","."
