"","990
058","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
059","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
060","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","17","3.952","88.2","5.9",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","5.9","."
"OBS&GYN
436","Dept. Total","120","3.640","47.5","38.3","10.8","1.7","0.8","",".","",".","",".","",".",".","",".","",".","",".",".","0.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.100","50.0",".",".","50.0",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","2","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","14","3.671","64.3","7.1","28.6",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","18","3.654","66.7","5.6","22.2","5.6",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","15","3.946","86.7","6.7",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","6.7","."
"Prof Yr 3","","81","3.580","34.6","51.9","11.1","1.2","1.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","6","3.846","66.7","33.3",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","87","3.594","36.8","50.6","10.3","1.1","1.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","120","3.640","47.5","38.3","10.8","1.7","0.8","",".","",".","",".","",".",".","",".","",".","",".",".","0.8","."
