"ALS","","","","","","","","","","","","","","","","","","",""
"LIFE SCIENCES COMMUNICATIO Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","",""
"L SC COM
Dept. Total
120","553","3.742","68.2","16.5","7.8","0.9","2.4","0.2","0.2","3.3","0.2",".","",".","0.2","0.2","0.2",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","",""
"Freshmen","83","3.671","57.8","26.5","12.0","1.2","2.4",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","50","3.764","72.0","18.0","6.0",".","4.0",".",".",".",".",".","",".",".",".",".",".","."
"Junior","81","3.668","60.5","24.7","9.9","2.5",".","1.2",".","1.2",".",".","",".",".",".",".",".","."
"Senior","239","3.738","71.5","13.4","9.2","0.8","3.8",".","0.4","0.4",".",".","",".",".","0.4",".",".","."
"Undergraduates","453","3.717","67.1","18.3","9.5","1.1","2.9","0.2","0.2","0.4",".",".","",".",".","0.2",".",".","."
"Special","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","97","3.926","72.2","8.2",".",".",".",".",".","16.5","1.0",".","",".","1.0",".","1.0",".","."
"Prof Yr 3","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Dept. Total","553","3.742","68.2","16.5","7.8","0.9","2.4","0.2","0.2","3.3","0.2",".","",".","0.2","0.2","0.2",".","."
