"NUCLEAR ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"231
Survey-Nuclear Engineering","001","","30","",".",".",".",".",".",".",".",".",".","96.7","3.3",".",".",".",".","."
"405
Nuclear Reactor Theory","001","","28","3.304","32.1","28.6","21.4","10.7","3.6","3.6",".",".",".",".",".",".",".",".",".","."
"408
Ionizing Radiation","001","","34","2.985","14.7","26.5","29.4","17.6","5.9","2.9","2.9",".",".",".",".",".",".",".",".","."
"412
Nuclear Reactor Design","001","","22","3.533","27.3","50.0","22.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"421
Energy Conversn Technolgies","001","","15","3.633","46.7","33.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"427
Nuclear Instrumentation Lab","001","","10","3.500","30.0","40.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"428
Nuclear Reactor Laboratory","001","","11","3.227","18.2","36.4","27.3","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"489
Honors in Research","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"525
Introduction to Plasmas","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"527
Plasma Confinement&Heating","001","","7","3.357","28.6","28.6","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"528
Plasma Processng & Technlgy","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"548
Engineering Analysis II","001","","6","3.333","16.7","33.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"569
Health Physics","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"571
Econ&Envr Aspect-Nuc Energy","001","","25","2.917","12.0","12.0","40.0","20.0","8.0","4.0",".","4.0",".",".",".",".",".",".",".","."
"602","001","","33","3.576","60.6","15.2","12.1","3.0","9.1",".",".",".",".",".",".",".",".",".",".","."
"602","003","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"602","004","","20","3.405","35.0","20.0","35.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Reactor Engr","Course Total","","59","3.529","50.8","18.6","20.3","5.1","5.1",".",".",".",".",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","7","3.211","71.4",".","14.3",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"725
Plasma Kinetic&Radiatn Proc","001","","6","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","","8","",".",".",".",".",".",".",".","87.5",".",".",".","12.5",".",".",".","."
"890","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator's Research","Course Total","","30","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
