"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","10713","3.322","38.1","20.2","18.2","6.6","5.2","1.8","0.8","7.0","0.1","0.4","0.0","1.3","0.2","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","276","3.356","42.8","19.9","22.8","4.7","4.7","1.1","0.7",".",".","3.3",".",".",".",".",".","."
"Sophomore","","875","3.150","35.7","17.0","24.8","9.8","6.6","2.2","1.5","0.7",".","1.6","0.1",".",".",".",".","."
"Junior","","1949","3.154","34.2","21.8","21.2","9.4","7.8","3.3","1.4","0.5","0.2","0.2",".",".",".",".",".","."
"Senior","","4869","3.268","37.3","23.4","21.4","8.0","6.4","2.0","0.8","0.3","0.0","0.1",".","0.0","0.1","0.1",".","."
"Undergraduates","","7969","3.230","36.6","22.2","21.8","8.5","6.7","2.3","1.0","0.4","0.1","0.4","0.0","0.0","0.1","0.0",".","."
"Special","","153","3.436","42.5","19.0","17.0","5.9","3.3","1.3","1.3","4.6",".","0.7",".",".","3.9","0.7",".","."
"Graduate","","2688","3.721","41.4","13.5","6.9","1.0","0.4","0.0","0.0","26.6","0.4","3.6",".","5.2","0.5","0.0","0.3","0.0"
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","3","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"Professionals","","4","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"","College Total","10814","3.322","37.9","20.0","18.0","6.6","5.1","1.7","0.8","7.0","0.1","1.2","0.0","1.3","0.2","0.0","0.1","0.0"
