"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"Directed Study","198
201","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","300
001","25","3.800","64.0","32.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","23","3.739","47.8","52.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","21","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","22","3.886","81.8","13.6","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
300","24","3.792","62.5","33.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
300","19","3.763","57.9","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","21","3.810","61.9","38.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","23","3.609","26.1","69.6","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
009","24","3.542","25.0","66.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","300
010","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
300","24","3.729","50.0","45.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
012","24","3.854","70.8","29.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","271","3.768","57.2","39.9","2.2","0.7",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","239","2.966","21.3","13.4","30.1","9.2","23.0","1.3","0.4","1.3",".",".",".",".",".",".",".","."
"","301
002","133","3.030","18.0","19.5","30.8","12.0","18.8",".",".","0.8",".",".",".",".",".",".",".","."
"Business Law","Course Total","372","2.989","20.2","15.6","30.4","10.2","21.5","0.8","0.3","1.1",".",".",".",".",".",".",".","."
"","302
001","38","3.375","39.5","26.3","15.8","2.6","5.3","5.3",".","2.6",".",".",".",".","2.6",".",".","."
"","302
002","37","3.194","29.7","24.3","16.2","13.5","10.8","2.7",".","2.7",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","75","3.285","34.7","25.3","16.0","8.0","8.0","4.0",".","2.7",".",".",".",".","1.3",".",".","."
"","303
001","58","3.086","32.8","13.8","31.0","3.4","12.1","3.4","3.4",".",".",".",".",".",".",".",".","."
"","303
002","64","3.234","39.1","4.7","42.2","4.7","4.7","3.1","1.6",".",".",".",".",".",".",".",".","."
"Business Statistics","Course Total","122","3.164","36.1","9.0","36.9","4.1","8.2","3.3","2.5",".",".",".",".",".",".",".",".","."
"","304
001","47","3.457","29.8","48.9","14.9","4.3",".",".","2.1",".",".",".",".",".",".",".",".","."
"","304
002","61","3.516","34.4","45.9","14.8","1.6","1.6","1.6",".",".",".",".",".",".",".",".",".","."
"Intermediate Bus Statistics","Course Total","108","3.491","32.4","47.2","14.8","2.8","0.9","0.9","0.9",".",".",".",".",".",".",".",".","."
"","365
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","365
001","6","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","365
002","19","3.658","52.6","26.3","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","26","3.614","50.0","23.1","26.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rdg & Rsch-Business Rsch","399
201","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","12","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"","701
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","701
002","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managing Legal Environment","Course Total","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","710
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","710
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Ethics & Social Responsblty","Course Total","4","***","","","","","","","","","","","","","","","",""
"Ethics, Values,&Sustainability","711
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Professional Perspectives","720
001","112","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof Experience in Business","750
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
003","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","15","3.926","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
