"","999
008","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
012","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
013","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"DS
359","Dept. Total","826","3.361","32.8","29.7","22.5","7.3","4.1","1.3","0.2","1.9","",".",".","",".","",".","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","70","3.071","21.4","27.1","20.0","15.7","11.4","4.3",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","146","3.175","20.5","32.2","30.1","7.5","4.8","3.4","1.4",".","",".",".","",".","",".","",".",".",".","."
"Junior","","207","3.357","30.0","28.0","29.0","9.7","2.9","0.5",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","356","3.459","38.2","32.3","18.8","5.1","3.4","0.6",".","1.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","779","3.342","31.2","30.7","23.7","7.7","4.2","1.4","0.3","0.8","",".",".","",".","",".","",".",".",".","."
"Special","","10","3.500","40.0","10.0","10.0",".","10.0",".",".","30.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","37","3.909","64.9","13.5",".",".",".",".",".","18.9","",".",".","",".","",".","",".",".","2.7","."
"","Dept. Total","826","3.361","32.8","29.7","22.5","7.3","4.1","1.3","0.2","1.9","",".",".","",".","",".","",".",".","0.1","."
