"","699
014","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
020","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Reading","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"Art & Archaeology-Ancient Rome","704
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"CLASSICS
244","Dept. Total","540","3.320","36.7","23.5","22.2","7.8","5.0","2.0","1.3","1.1","",".",".","",".","",".","",".","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","45","3.167","22.2","22.2","40.0","6.7","4.4","4.4",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","165","3.267","37.0","23.0","20.6","8.5","6.1","3.0","1.8",".","",".",".","",".","",".","",".",".",".","."
"Junior","","134","3.237","29.9","26.1","24.6","9.0","6.0","2.2","1.5","0.7","",".",".","",".","",".","",".",".",".","."
"Senior","","184","3.442","43.5","22.8","19.0","7.1","3.8","0.5","1.1","2.2","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","528","3.311","36.2","23.7","22.7","8.0","5.1","2.1","1.3","0.9","",".",".","",".","",".","",".",".",".","."
"Special","","5","3.750","20.0","20.0",".",".",".",".",".","20.0","",".",".","",".","",".","",".","20.0","20.0","."
"Graduate","","7","3.929","85.7","14.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","540","3.320","36.7","23.5","22.2","7.8","5.0","2.0","1.3","1.1","",".",".","",".","",".","",".","0.2","0.2","."
