"PhD Thesis-Finance","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"","999
141","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
145","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Reading & Rsch-Finance PhD","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"FINANCE
233","Dept. Total","968","3.335","32.4","20.9","32.7","8.3","3.3","0.8","0.3","1.0","",".",".","",".","0.1","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","238","3.176","27.3","14.3","39.5","11.8","4.6","1.3","1.3",".","",".",".","",".",".","",".",".",".","."
"Senior","","398","3.218","24.6","19.8","35.9","12.1","5.0","1.0",".","1.5","",".",".","",".",".","",".",".",".","."
"Undergraduates","","637","3.203","25.7","17.7","37.2","11.9","4.9","1.1","0.5","0.9","",".",".","",".",".","",".",".",".","."
"Special","","18","3.500","50.0","22.2","22.2",".",".","5.6",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","313","3.591","45.0","27.2","24.3","1.3","0.3",".",".","1.3","",".",".","",".","0.3","",".","0.3",".","."
"","Dept. Total","968","3.335","32.4","20.9","32.7","8.3","3.3","0.8","0.3","1.0","",".",".","",".","0.1","",".","0.1",".","."
