"","990
113","2","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
116","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
120","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
152","4","***","","","","","","","","","",".",".",".","",".",".",".","."
"Reading and Research","Course Total","46","",".",".",".",".",".",".",".","78.3",".",".",".","",".",".",".","21.7","."
"MATH
600","Dept. Total","5239","2.792","26.0","11.2","23.3","8.7","17.4","6.4","4.2","1.3","0.0","0.9","0.0","",".","0.1","0.1","0.2","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1513","2.641","17.8","11.1","25.0","9.8","22.5","6.8","5.2","0.1",".","1.4","0.1","",".","0.1","0.1",".","."
"Sophomore","","1708","2.754","23.9","10.6","25.2","9.7","18.1","6.7","4.4",".",".","1.3",".","",".",".",".",".","."
"Junior","","974","2.804","24.9","14.3","22.8","9.0","17.5","7.0","4.1",".","0.1","0.2",".","",".",".",".",".","0.1"
"Senior","","577","2.798","26.7","10.2","26.3","8.5","14.6","8.7","3.8","0.5",".",".",".","",".","0.3","0.2","0.2","."
"Undergraduates","","4772","2.728","22.5","11.5","24.8","9.5","18.9","7.0","4.5","0.1","0.0","1.0","0.0","",".","0.1","0.0","0.0","0.0"
"Special","","76","3.156","32.9","11.8","7.9","1.3","6.6","1.3","6.6","30.3",".",".",".","",".",".",".",".","1.3"
"Graduate","","390","3.805","67.7","7.7","8.2","0.8","0.5","0.3","0.3","10.8",".",".",".","",".","0.3","0.5","3.1","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"","Dept. Total","5239","2.792","26.0","11.2","23.3","8.7","17.4","6.4","4.2","1.3","0.0","0.9","0.0","",".","0.1","0.1","0.2","0.0"
