"Business in Emerging Markets","615
001","29","3.375","27.6","41.4","20.7","3.4",".",".","3.4","3.4",".","",".",".","",".","",".","",".",".","."
"Global Marketing Strategy","720
001","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Multinational Bus Finance","745
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Intl Operations: Probs&Adm","755
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTL BUS
235","Dept. Total","413","3.020","31.2","15.0","22.3","16.0","10.2","3.6","0.7","0.7","",".",".","",".","",".","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","107","2.878","24.3","15.9","22.4","18.7","11.2","5.6","1.9",".","",".",".","",".","",".","",".",".",".","."
"Junior","","145","2.989","35.2","12.4","23.4","12.4","9.7","5.5","0.7",".","",".",".","",".","",".","",".","0.7",".","."
"Senior","","141","3.063","30.5","12.8","23.4","19.1","11.3","0.7",".","2.1","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","393","2.984","30.5","13.5","23.2","16.5","10.7","3.8","0.8","0.8","",".",".","",".","",".","",".","0.3",".","."
"Special","","9","3.444","22.2","55.6","11.1","11.1",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","9","3.833","66.7","33.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","413","3.020","31.2","15.0","22.3","16.0","10.2","3.6","0.7","0.7","",".",".","",".","",".","",".","0.2",".","."
