"","890
068","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Pre-Dissertator's Research","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","",""
"Seminar","900
001","","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","990
004","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"G L E
418","Dept. Total","","97","3.569","37.1","33.0","14.4","1.0","2.1","",".","",".","11.3","",".",".","",".","",".","",".",".","1.0","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","6","3.417","16.7","50.0","33.3",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","5","3.800","60.0","40.0",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","3.406","25.0","50.0","25.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","56","3.534","37.5","39.3","17.9","1.8","3.6","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","75","3.526","36.0","41.3","18.7","1.3","2.7","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","22","3.929","40.9","4.5",".",".",".","",".","",".","50.0","",".",".","",".","",".","",".",".","4.5","."
"","Dept. Total","","97","3.569","37.1","33.0","14.4","1.0","2.1","",".","",".","11.3","",".",".","",".","",".","",".",".","1.0","."
