"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"Intensv English as 2nd Lang","Course Total","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
001","15","",".",".",".",".",".",".",".",".",".","86.7","13.3",".",".",".",".","."
"","116
002","15","",".",".",".",".",".",".",".",".",".","86.7","13.3",".",".",".",".","."
"","116
003","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","45","",".",".",".",".",".",".",".",".",".","91.1","8.9",".",".",".",".","."
"","117
001","14","2.000",".",".",".",".","7.1",".",".",".",".","85.7","7.1",".",".",".",".","."
"","117
002","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
003","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
004","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
005","15","",".",".",".",".",".",".",".",".",".","73.3","20.0",".",".",".",".","6.7"
"","117
006","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Academic Writing I","Course Total","87","2.000",".",".",".",".","1.1",".",".",".",".","92.0","5.7",".",".",".",".","1.1"
"","118
001","14","3.536","35.7","42.9","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","118
002","14","3.357","42.9","28.6","21.4",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","118
003","16","3.469","31.3","37.5","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","118
004","16","3.531","31.3","50.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","118
005","17","3.794","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
006","11","3.227","18.2","18.2","54.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","007
118","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
008","16","3.500","18.8","62.5","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","120","3.550","40.8","36.7","18.3","3.3",".",".","0.8",".",".",".",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","122
002","9","",".",".",".",".",".",".",".",".",".","88.9","11.1",".",".",".",".","."
"Intro-Brit & Amer Lit pre-1914","167
001","257","3.280","24.5","27.2","35.8","7.0","2.3","1.2","0.8","0.8",".",".",".",".","0.4",".",".","."
"Intro to Modern Lit since 1900","168
001","146","3.274","25.3","28.1","34.9","5.5","2.1","0.7","2.1",".",".",".",".",".",".","1.4",".","."
"Intro to Modern American Lit","169
001","272","3.220","14.7","31.6","42.3","7.7","2.2","0.7","0.4",".",".",".",".",".",".","0.4",".","."
"Intro to Lit of Native America","172
001","113","3.088","18.6","28.3","29.2","10.6","8.8","3.5","0.9",".",".",".",".",".",".",".",".","."
"Intro-Ethnic&Multicultural Lit","173
001","278","3.329","29.1","32.7","24.5","7.9","3.2","2.2","0.4",".",".",".",".",".",".",".",".","."
"Lit & the Other Disciplines","175
001","27","3.778","70.4","22.2","3.7",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"Intro to Literature for Honors","182
001","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","17","3.471","35.3","58.8",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","003
201","16","3.833","81.3",".","6.3","6.3",".",".",".",".",".",".",".",".",".","6.3",".","."
"","004
201","12","3.583","25.0","66.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
005","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
007","18","3.694","50.0","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
008","16","3.833","75.0","6.3","12.5",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"","201
009","14","3.571","64.3","14.3","7.1",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","201
010","18","3.694","61.1","16.7","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
011","15","3.821","73.3","6.7","13.3",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Intermediate Composition","Course Total","174","3.757","67.2","20.7","8.0","0.6","1.1",".","0.6","0.6",".",".",".",".","0.6","0.6",".","."
"","203
001","17","3.471","23.5","52.9","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","21","3.975","90.5","4.8",".",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"","203
003","17","3.647","52.9","35.3","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 203 of 407",""
