"","990
030","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
031","2","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
033","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Research","Course Total","37","",".",".",".",".",".",".",".","100.0","",".",".",".","",".",".",".",".","."
"ATM OCN
640","Dept. Total","988","3.166","30.2","16.7","19.9","12.7","6.5","2.3","1.7","5.4","",".","4.1",".","",".","0.4","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","200","3.022","18.5","23.0","25.0","19.0","11.5","2.0","1.0",".","",".",".",".","",".",".",".",".","."
"Sophomore","","244","3.211","32.4","20.1","24.6","13.9","4.5","2.5","2.0",".","",".",".",".","",".",".",".",".","."
"Junior","","163","2.943","25.2","18.4","21.5","15.3","8.0","5.5","4.3","1.2","",".",".",".","",".",".","0.6",".","."
"Senior","","204","3.188","36.3","14.7","20.6","13.2","7.8","2.0","1.5","2.5","",".","0.5",".","",".","1.0",".",".","."
"Undergraduates","","811","3.105","28.5","19.1","23.1","15.3","7.8","2.8","2.1","0.9","",".","0.1",".","",".","0.2","0.1",".","."
"Special","","15","3.889","80.0",".","13.3",".",".",".",".","6.7","",".",".",".","",".",".",".",".","."
"Graduate","","162","3.768","34.0","6.2","4.9","0.6","0.6",".",".","27.8","",".","24.7",".","",".","1.2",".",".","."
"","Dept. Total","988","3.166","30.2","16.7","19.9","12.7","6.5","2.3","1.7","5.4","",".","4.1",".","",".","0.4","0.1",".","."
