"","991
009","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
012","5","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
017","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Indiv Research-Slavic Lit","Course Total","13","",".",".",".",".",".",".",".","76.9","",".",".",".","15.4",".",".","7.7","."
"SLAVIC
888","Dept. Total","284","3.593","61.6","14.4","10.6","2.8","2.8","1.1","1.1","3.9","",".",".",".","0.7","0.7",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.700","71.4","9.5","14.3","4.8",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","45","3.466","60.0","17.8","13.3",".","2.2","4.4","2.2",".","",".",".",".",".",".",".",".","."
"Junior","","70","3.479","55.7","15.7","14.3","4.3","7.1",".","1.4","1.4","",".",".",".",".",".",".",".","."
"Senior","","96","3.630","65.6","17.7","9.4","3.1","2.1","1.0","1.0",".","",".",".",".",".",".",".",".","."
"Undergraduates","","232","3.558","62.1","16.4","12.1","3.0","3.4","1.3","1.3","0.4","",".",".",".",".",".",".",".","."
"Special","","8","3.828","75.0","12.5","12.5",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","43","3.922","58.1","4.7","2.3",".",".",".",".","23.3","",".",".",".","4.7","4.7",".","2.3","."
"Prof Yr 2","","1","2.500",".",".",".","100.0",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","1","2.500",".",".",".","100.0",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","284","3.593","61.6","14.4","10.6","2.8","2.8","1.1","1.1","3.9","",".",".",".","0.7","0.7",".","0.4","."
