"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","731
003","64","3.550","42.2","15.6","15.6","1.6",".","1.6","1.6","21.9",".",".",".",".",".",".",".","."
"","731
004","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law I","Course Total","177","3.546","45.8","16.4","24.3","2.3","1.1","1.1","0.6","7.9",".",".",".",".","0.6",".",".","."
"Real Estate Transactions I","732
001","10","3.550","60.0","10.0","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","733
001","141","3.356","29.8","12.1","17.7","4.3","0.7","4.3",".","31.2",".",".",".",".",".",".",".","."
"","733
002","25","3.340","40.0","20.0","24.0",".","12.0","4.0",".",".",".",".",".",".",".",".",".","."
"Trusts and Estates","Course Total","166","3.353","31.3","13.3","18.7","3.6","2.4","4.2",".","26.5",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","43","3.625","41.9","20.9","20.9",".",".",".",".","16.3",".",".",".",".",".",".",".","."
"","740
001","27","3.625","48.1","14.8","25.9",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"","740
002","61","3.580","39.3","16.4","26.2",".",".",".",".","18.0",".",".",".",".",".",".",".","."
"","740
003","26","3.421","34.6","11.5","15.4","3.8",".","7.7",".","26.9",".",".",".",".",".",".",".","."
"Constitutional Law II","Course Total","114","3.559","40.4","14.9","23.7","0.9",".","1.8",".","18.4",".",".",".",".",".",".",".","."
"Bus Orgnztions II:Publ Corp","741
001","38","3.542","60.5","13.2","10.5",".","5.3","5.3",".","5.3",".",".",".",".",".",".",".","."
"Negotiations","743
001","19","3.789","68.4","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administrative Law","744
001","47","3.516","23.4","23.4","17.0","2.1",".",".",".","34.0",".",".",".",".",".",".",".","."
"Protective Labor Legislatn","747
001","12","3.250","25.0",".","50.0","8.3",".",".",".","16.7",".",".",".",".",".",".",".","."
"Trademarks","749
001","17","3.625","52.9","11.8","29.4",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"Patent Law","751
001","18","3.607","44.4","16.7","11.1",".",".","5.6",".","22.2",".",".",".",".",".",".",".","."
"Intro-Intellectual Proprty Law","753
001","34","3.483","35.3","17.6","32.4","2.9",".",".",".","11.8",".",".",".",".",".",".",".","."
"Use of Trusts-Estate Planning","772
001","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
001","34","3.603","44.1","20.6","17.6",".","2.9",".",".","14.7",".",".",".",".",".",".",".","."
"","801
002","20","3.794","55.0","25.0","5.0",".",".",".",".","15.0",".",".",".",".",".",".",".","."
"Evidence","Course Total","54","3.674","48.1","22.2","13.0",".","1.9",".",".","14.8",".",".",".",".",".",".",".","."
"","802
001","47","3.553","46.8","23.4","25.5","2.1",".","2.1",".",".",".",".",".",".",".",".",".","."
"","802
002","83","3.638","39.8","21.7","15.7","1.2",".",".",".","21.7",".",".",".",".",".",".",".","."
"Civil Procedure II","Course Total","130","3.603","42.3","22.3","19.2","1.5",".","0.8",".","13.8",".",".",".",".",".",".",".","."
"","808
001","20","3.804","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
002","10","3.650","60.0","10.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
003","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
004","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Legal Writing","Course Total","47","3.840","78.7","10.6","10.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
001","33","3.985","97.0","3.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
002","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
003","19","4.000","78.9",".",".",".",".",".",".","21.1",".",".",".",".",".",".",".","."
"","815
004","19","3.737","52.6","42.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","92","3.937","62.0","9.8","1.1",".",".",".",".","27.2",".",".",".",".",".",".",".","."
"Business Organizations I","817
001","76","3.551","31.6","13.2","15.8","2.6","1.3",".",".","35.5",".",".",".",".",".",".",".","."
"Bankruptcy Law","821
001","46","3.679","52.2","21.7","15.2","2.2",".",".",".","8.7",".",".",".",".",".",".",".","."
"Family Law I","822
001","51","3.553","33.3","37.3","19.6","2.0",".",".",".","7.8",".",".",".",".",".",".",".","."
"Family Law II","823
001","19","3.605","47.4","26.3","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Federal Jurisdiction","824
001","28","3.518","42.9","21.4","32.1","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"International Transactions","828
001","28","3.315","25.0","10.7","60.7",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"Local Government Law","834
001","28","3.619","39.3","14.3","21.4",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 331 of 407",""
