"Directed Study","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"","890
004","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
014","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individual Research Thesis","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"LATIN
524","Dept. Total","120","3.316","55.0","11.7","12.5","1.7","8.3","0.8","5.8","3.3","",".",".","",".","",".","",".",".","0.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.250","33.3","33.3","25.0",".",".",".","8.3",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","18","3.352","50.0","16.7","11.1",".","22.2",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","38","3.150","57.9","7.9","7.9","5.3","5.3","2.6","10.5","2.6","",".",".","",".","",".","",".",".",".","."
"Senior","","31","3.315","58.1","9.7","12.9",".","12.9",".","6.5",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","99","3.251","53.5","13.1","12.1","2.0","10.1","1.0","7.1","1.0","",".",".","",".","",".","",".",".",".","."
"Special","","3","4.000","66.7",".",".",".",".",".",".","33.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","18","3.767","61.1","5.6","16.7",".",".",".",".","11.1","",".",".","",".","",".","",".",".","5.6","."
"","Dept. Total","120","3.316","55.0","11.7","12.5","1.7","8.3","0.8","5.8","3.3","",".",".","",".","",".","",".",".","0.8","."
