"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
019","15","3.333","40.0","6.7","33.3","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
020","16","3.281","25.0","31.3","18.8","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
021","17","3.235","23.5","23.5","29.4","23.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
022","17","3.294","23.5","29.4","29.4","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
023","17","3.313","17.6","35.3","29.4","11.8",".",".",".",".",".",".",".",".",".","5.9",".","."
"","344
024","18","3.361","16.7","50.0","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
025","19","3.289","21.1","42.1","15.8","15.8","5.3",".",".",".",".",".",".",".",".",".",".","."
"","344
027","18","3.333","16.7","38.9","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","441","3.308","24.5","31.3","28.3","13.4","2.0",".","0.2",".",".",".",".",".",".","0.2",".","."
"","345
001","148","2.767","20.3","6.1","25.0","9.5","33.1","2.0","1.4",".",".",".",".",".",".",".","2.7","."
"","345
002","281","2.795","19.6","13.2","24.9","12.1","23.8","2.5","3.9",".",".",".",".",".",".",".",".","."
"","003
345","228","3.263","51.8",".","30.7",".","12.3","2.6","2.6",".",".",".",".",".",".",".",".","."
"","345
004","23","3.659","60.9","13.0","17.4",".","4.3",".",".","4.3",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","680","2.976","31.9","7.2","26.6","7.1","21.3","2.4","2.8","0.1",".",".",".",".",".",".","0.6","."
"","346
001","8","3.500","12.5","75.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
002","8","3.233","25.0","50.0","12.5",".",".","12.5",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","16","3.367","18.8","62.5","12.5",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","32","3.145","28.1","6.3","43.8","3.1","15.6",".",".",".",".",".",".",".","3.1",".",".","."
"Chemical Instrumentation","524
001","24","3.417","50.0","8.3","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","23","2.217","4.3","8.7","17.4","8.7","43.5","13.0","4.3",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","82","3.006","17.1","17.1","39.0","15.9","6.1","3.7","1.2",".",".",".",".",".",".",".",".","."
"","563
001","20","3.150","20.0","30.0","40.0",".","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","563
002","10","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
003","17","3.324","29.4","23.5","35.3","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","563
004","19","3.395","31.6","31.6","21.1","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"","563
005","12","3.250","16.7","16.7","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
006","18","3.222","22.2","33.3","33.3",".","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","563
008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","563
010","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","103","3.255","26.2","26.2","36.9","3.9","2.9","1.9","1.0",".",".",".",".",".",".","1.0",".","."
"","564
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","8","2.875","12.5","25.0","25.0","25.0",".","12.5",".",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry","565
001","24","2.913","16.7","12.5","45.8","4.2","8.3","4.2","4.2",".",".",".",".",".",".","4.2",".","."
"","567
001","8","3.250","37.5",".","50.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","567
002","8","2.500",".","12.5","37.5","12.5","25.0","12.5",".",".",".",".",".",".",".",".",".","."
"","003
567","7","3.143","42.9",".","14.3","28.6","14.3",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Laboratory","Course Total","23","2.957","26.1","4.3","34.8","13.0","17.4","4.3",".",".",".",".",".",".",".",".",".","."
"Spectrochemical Measuremts","605
001","23","3.261","21.7","21.7","47.8","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"Phys Meth-Struct Determintn","606
001","6","3.529","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 175 of 407",""
