"","990
017","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
019","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
026","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","21","",".",".",".",".",".",".",".","90.5","",".",".",".","9.5",".",".",".","."
"THEATRE
942","Dept. Total","1098","3.589","54.9","22.6","12.8","3.0","1.9","1.1","0.8","2.4","",".",".",".","0.2","0.2","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","185","3.573","54.6","21.6","16.8","2.7","2.2","2.2",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","271","3.611","51.7","29.5","14.0","1.8","1.5","0.7","0.4","0.4","",".",".",".",".",".",".",".","."
"Junior","","245","3.501","51.0","23.3","17.1","3.7","1.6","0.8","2.0",".","",".",".",".",".",".","0.4",".","."
"Senior","","241","3.504","52.3","23.2","9.5","5.8","3.7","1.7","1.2","1.2","",".",".",".",".","0.8",".","0.4","."
"Undergraduates","","942","3.549","52.2","24.7","14.2","3.5","2.2","1.3","1.0","0.4","",".",".",".",".","0.2","0.1","0.1","."
"Special","","9","3.750","77.8","11.1","11.1",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","147","3.900","70.7","9.5","3.4",".",".",".",".","15.0","",".",".",".","1.4",".",".",".","."
"","Dept. Total","1098","3.589","54.9","22.6","12.8","3.0","1.9","1.1","0.8","2.4","",".",".",".","0.2","0.2","0.1","0.1","."
