"HEC","","","","","","","","","","","","","","","","","","","","",""
"CONSUMER SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","",""
"CNSR SCI
271","Dept. Total","731","3.599","52.9","25.4","10.4","4.2","1.8","1.4","0.1","1.9","",".","1.2","0.1","0.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","18","3.667","66.7","11.1","16.7",".","5.6",".",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","130","3.671","58.5","28.5","7.7","3.1",".","2.3",".",".","",".",".",".",".","",".",".",".","."
"Junior","","173","3.644","55.5","27.2","9.2","5.2","2.3",".",".",".","",".","0.6",".",".","",".",".",".","."
"Senior","","379","3.547","50.4","25.1","11.6","4.2","2.1","1.8","0.3","2.1","",".","2.1","0.3",".","",".",".",".","."
"Undergraduates","","700","3.599","53.6","25.9","10.4","4.1","1.9","1.4","0.1","1.1","",".","1.3","0.1",".","",".",".",".","."
"Special","","3","3.833","66.7","33.3",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","28","3.538","35.7","14.3","10.7","7.1",".",".",".","21.4","",".",".",".","10.7","",".",".",".","."
"","Dept. Total","731","3.599","52.9","25.4","10.4","4.2","1.8","1.4","0.1","1.9","",".","1.2","0.1","0.4","",".",".",".","."
