"","990
018","4","***","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
022","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","20","",".",".",".",".",".",".","",".","25.0","",".",".",".","75.0",".",".",".","."
"BSE
112","Dept. Total","106","2.930","19.8","17.9","17.0","7.5","9.4","8.5","",".","4.7","",".",".",".","14.2","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","2.625",".","50.0",".","25.0",".","25.0","",".",".","",".",".",".",".",".",".",".","."
"Junior","","19","2.679","15.8","15.8","26.3","15.8","5.3","21.1","",".",".","",".",".",".",".",".",".",".","."
"Senior","","45","2.875","22.2","15.6","24.4","8.9","20.0","8.9","",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","68","2.806","19.1","17.6","23.5","11.8","14.7","13.2","",".",".","",".",".",".",".",".",".",".","."
"Special","","1","3.000",".",".","100.0",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Graduate","","37","3.643","21.6","18.9","2.7",".",".",".","",".","13.5","",".",".",".","40.5","2.7",".",".","."
"","Dept. Total","106","2.930","19.8","17.9","17.0","7.5","9.4","8.5","",".","4.7","",".",".",".","14.2","0.9",".",".","."
