"Second Semester Greek","304
001","","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Intermediate Greek","306
001","","10","4.000","100.0",".",".",".","","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Plato","541
001","","12","3.875","75.0","25.0",".",".","","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Seminar-Related Fields","970
001","","9","3.938","77.8","11.1",".",".","","",".",".","",".","","11.1",".","",".",".","",".","",".","",".",".","."
"GREEK
428","Dept. Total","","44","3.752","68.2","15.9","13.6","",".","",".","",".","",".","2.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","3.500","33.3","33.3","33.3","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","6","3.810","83.3",".","16.7","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","16","3.717","62.5","25.0","12.5","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","25","3.709","64.0","20.0","16.0","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","3.429","50.0",".","50.0","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","17","3.875","76.5","11.8","5.9","",".","",".","",".","",".","5.9","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","44","3.752","68.2","15.9","13.6","",".","",".","",".","",".","2.3","",".",".","",".","",".","",".",".",".","."
