"","664
002","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Fieldwork-Physical Disabil","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"Special Topics","775
001","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","799
012","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"THER SCI
939","Dept. Total","199","3.635","57.3","28.1","7.0","2.0","1.0","",".","",".","2.0","",".","1.5","",".","",".","",".","0.5",".","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.857","78.6","14.3","7.1",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","21","3.783","71.4","19.0","4.8",".","4.8","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","11","3.625","63.6","18.2",".","9.1","9.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","143","3.618","53.1","32.2","7.0","2.1",".","",".","",".","2.8","",".","2.1","",".","",".","",".",".",".","0.7"
"Undergraduates","","189","3.641","57.7","28.6","6.3","2.1","1.1","",".","",".","2.1","",".","1.6","",".","",".","",".",".",".","0.5"
"Special","","6","3.833","66.7","16.7",".",".",".","",".","",".",".","",".",".","",".","",".","",".","16.7",".","."
"Graduate","","3","3.071",".","33.3","66.7",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","199","3.635","57.3","28.1","7.0","2.0","1.0","",".","",".","2.0","",".","1.5","",".","",".","",".","0.5",".","0.5"
