"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","102
001","12","2.900","33.3","25.0",".","8.3",".",".","16.7","16.7",".",".",".",".",".",".",".","."
"","002
102","14","3.115","42.9","14.3","7.1","7.1","14.3",".","7.1","7.1",".",".",".",".",".",".",".","."
"","102
003","17","3.406","52.9","23.5",".","5.9","5.9",".","5.9","5.9",".",".",".",".",".",".",".","."
"","102
004","14","3.885","78.6","7.1","7.1",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"","102
005","19","3.605","47.4","31.6","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","90","3.494","55.6","20.0","6.7","4.4","3.3",".","4.4","5.6",".",".",".",".",".",".",".","."
"","104
001","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","17","3.882","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
003","16","3.281","25.0","43.8","18.8",".","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","104
004","26","3.442","15.4","69.2","3.8","11.5",".",".",".",".",".",".",".",".",".",".",".","."
"","104
005","18","3.611","61.1","16.7","11.1","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","96","3.615","50.0","35.4","7.3","4.2","2.1","1.0",".",".",".",".",".",".",".",".",".","."
"","112
001","14","3.423","42.9","7.1","28.6","14.3",".",".",".","7.1",".",".",".",".",".",".",".","."
"","112
002","14","3.500","42.9","21.4","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","112
003","18","3.618","50.0","22.2","16.7","5.6",".",".",".","5.6",".",".",".",".",".",".",".","."
"","112
004","14","3.143","42.9","35.7",".","7.1",".",".","14.3",".",".",".",".",".",".",".",".","."
"","112
005","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
006","15","3.577","66.7","6.7","6.7",".",".",".","6.7","13.3",".",".",".",".",".",".",".","."
"","112
007","19","3.139","21.1","15.8","42.1","10.5",".","5.3",".","5.3",".",".",".",".",".",".",".","."
"","112
008","13","3.458","30.8","30.8","23.1","7.7",".",".",".","7.7",".",".",".",".",".",".",".","."
"Drawing I","Course Total","127","3.488","48.8","18.9","18.1","6.3",".","0.8","2.4","4.7",".",".",".",".",".",".",".","."
"Current Directions in Art","208
001","153","3.728","67.3","16.3","9.8","3.3","2.0",".",".",".",".",".",".",".",".","1.3",".","."
"","212
001","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
002","26","3.750","61.5","26.9","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
003","18","3.294","27.8","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".","5.6",".","."
"","212
004","17","3.500","35.3","29.4","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
005","12","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing II","Course Total","86","3.635","51.2","26.7","17.4","3.5",".",".",".",".",".",".",".",".",".","1.2",".","."
"","214
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
002","10","4.000","90.0",".",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Sculpture I","Course Total","27","4.000","96.3",".",".",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"","222
001","17","3.176","35.3","29.4","5.9","5.9","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"","222
002","11","3.727","63.6","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
003","18","3.500","11.1","77.8","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
004","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","58","3.491","36.2","44.8","10.3","1.7","5.2","1.7",".",".",".",".",".",".",".",".",".","."
"","224
001","17","3.588","47.1","23.5","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
002","18","3.441","22.2","38.9","33.3",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","224
003","16","3.719","68.8","6.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics I","Course Total","51","3.580","45.1","23.5","29.4",".",".",".",".","2.0",".",".",".",".",".",".",".","."
"Textile Design: Off-Loom","226
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","232
001","13","3.577","38.5","38.5","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","232
002","10","3.750","80.0",".","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
