"","990
019","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
030","2","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
046","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"Research and Thesis","Course Total","12","",".",".",".",".",".",".",".","91.7","8.3",".",".","",".",".",".",".","."
"I SY E
490","Dept. Total","885","3.539","51.0","22.3","11.5","3.7","2.6","1.5","0.6","6.0","0.2","0.1",".","",".","0.3","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Sophomore","","33","3.441","72.7","9.1","9.1","3.0","3.0","3.0",".",".",".",".",".","",".",".",".",".","."
"Junior","","155","3.371","47.7","21.3","17.4","5.8","3.9","2.6","1.3",".",".",".",".","",".",".",".",".","."
"Senior","","377","3.476","48.3","26.0","14.3","4.5","4.0","1.6","0.8","0.5",".",".",".","",".",".",".",".","."
"Undergraduates","","581","3.452","50.9","23.1","14.5","4.6","3.8","1.9","0.9","0.3",".",".",".","",".",".",".",".","."
"Special","","14","3.042","14.3","28.6","21.4","7.1","7.1","7.1",".","7.1",".",".",".","",".",".","7.1",".","."
"Graduate","","290","3.762","52.8","20.3","5.2","1.7",".","0.3",".","17.2","0.7","0.3",".","",".","1.0",".",".","0.3"
"","Dept. Total","885","3.539","51.0","22.3","11.5","3.7","2.6","1.5","0.6","6.0","0.2","0.1",".","",".","0.3","0.1",".","0.1"
