"","999
077","10","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","999
080","7","3.842","85.7",".","14.3",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","999
090","6","3.800","50.0","50.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","999
098","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","121","3.917","86.8","9.9","2.5",".",".",".",".",".","",".",".","",".","",".","0.8",".",".","."
"ART
168","Dept. Total","1911","3.690","64.7","19.6","9.6","2.0","1.2","0.2","1.0","1.0","",".",".","",".","",".","0.4","0.4","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","174","3.589","60.9","20.7","10.3","3.4","2.3","0.6","1.7",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","272","3.652","62.5","19.5","12.1","2.2","1.5",".","1.1","0.4","",".",".","",".","",".",".","0.7",".","."
"Junior","","366","3.668","60.7","21.9","11.7","3.0","1.6","0.3","0.3","0.3","",".",".","",".","",".",".","0.3",".","."
"Senior","","738","3.642","58.5","22.4","11.0","2.2","1.1","0.3","1.5","2.2","",".",".","",".","",".","0.5","0.4",".","."
"Undergraduates","","1550","3.644","60.0","21.5","11.3","2.5","1.4","0.3","1.2","1.2","",".",".","",".","",".","0.3","0.4",".","."
"Special","","53","3.806","66.0","24.5","3.8",".",".",".","1.9","1.9","",".",".","",".","",".",".",".","1.9","."
"Graduate","","308","3.930","88.0","8.8","1.9",".",".",".",".",".","",".",".","",".","",".","1.0","0.3",".","."
"","Dept. Total","1911","3.690","64.7","19.6","9.6","2.0","1.2","0.2","1.0","1.0","",".",".","",".","",".","0.4","0.4","0.1","."
