"","990
014","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
020","5","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
030","3","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","18","",".",".",".",".",".",".",".","72.2","",".",".",".","16.7","",".",".","11.1","."
"WL ECOL
960","Dept. Total","283","3.014","35.0","11.7","22.3","4.9","12.0","6.0","1.4","4.9","",".",".",".","1.1","",".",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"960
WL ECOL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.464","50.0","16.7","33.3",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","36","3.270","50.0","5.6","33.3","5.6",".","5.6",".",".","",".",".",".",".","",".",".",".","."
"Junior","","59","3.129","44.1","16.9","16.9","3.4","10.2","6.8","1.7",".","",".",".",".",".","",".",".",".","."
"Senior","","152","2.861","30.3","11.2","24.3","5.9","18.4","7.2","2.0","0.7","",".",".",".",".","",".",".",".","."
"Undergraduates","","253","2.988","36.8","11.9","24.1","5.1","13.4","6.7","1.6","0.4","",".",".",".",".","",".",".",".","."
"Special","","5","3.500","40.0","40.0",".","20.0",".",".",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","25","3.583","16.0","4.0","8.0",".",".",".",".","52.0","",".",".",".","12.0","",".",".","8.0","."
"","Dept. Total","283","3.014","35.0","11.7","22.3","4.9","12.0","6.0","1.4","4.9","",".",".",".","1.1","",".",".","0.7","."
