"MEDICAL GENETICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","",""
"Cancer Genetics","646
001","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","677
006","45","3.932","95.6",".",".",".",".","2.2",".","2.2",".",".",".",".",".",".",".","."
"","677
007","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","677
008","43","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","677
009","62","3.944","90.3","4.8",".",".","1.6",".",".","3.2",".",".",".",".",".",".",".","."
"","677
010","20","3.528","55.0","25.0","10.0",".",".",".","5.0",".",".",".",".",".",".","5.0",".","."
"","677
011","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","677
014","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","677
015","33","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","677
017","32","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics in Genetics","Course Total","300","3.949","94.3","2.7","0.7",".","0.3","0.3","0.3","1.0",".",".",".",".",".","0.3",".","."
"","699
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
071","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Reading","Course Total","12","3.962","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genetics of Development","707
001","25","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum-Genetic Counselng","714
005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Medical Genetics","721
001","151","3.576","35.1","47.7","14.6","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Pro Iss-Gen Cnslng","737
001","10","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Pract-Genetic Counselng","814
005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","990
048","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Genetics","993
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"MD GENET
616","Dept. Total","528","3.846","71.8","20.6","4.5","0.8","0.2","0.2","0.2","1.5",".",".",".",".",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","29","3.966","93.1","6.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","48","3.989","97.9","2.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","225","3.939","93.8","2.2","0.9",".","0.4","0.4","0.4","1.3",".",".",".",".",".","0.4",".","."
"Undergraduates","","308","3.951","94.5","2.6","0.6",".","0.3","0.3","0.3","1.0",".",".",".",".",".","0.3",".","."
"Graduate","","68","3.767","51.5","41.2",".",".",".",".",".","7.4",".",".",".",".",".",".",".","."
"Prof Yr 1","","149","3.577","34.9","48.3","14.1","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","2","3.300",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","152","3.575","34.9","48.0","14.5","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","528","3.846","71.8","20.6","4.5","0.8","0.2","0.2","0.2","1.5",".",".",".",".",".","0.2",".","."
