"","775
002","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","775
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","28","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"PATH-BIO
703","Dept. Total","522","3.404","30.3","13.6","14.2","5.6","2.3",".",".","33.7",".",".",".","0.2",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","",""
"Junior","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","1","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Prof Yr 2","","381","3.304","20.2","15.0","19.2","7.6","3.1",".",".","34.6",".",".",".",".",".",".","0.3","."
"Prof Yr 3","","75","3.893","80.0","18.7","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","63","4.000","28.6",".",".",".",".",".",".","71.4",".",".",".",".",".",".",".","."
"Professionals","","519","3.400","29.9","13.7","14.3","5.6","2.3",".",".","34.1",".",".",".",".",".",".","0.2","."
"","Dept. Total","523","3.404","30.2","13.6","14.1","5.5","2.3",".",".","33.8",".",".",".","0.2",".",".","0.2","."
