"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","15","",".",".",".",".",".",".",".","33.3","13.3",".",".","53.3",".",".",".","."
"ART HIST
180","Dept. Total","1112","3.327","36.0","23.2","17.1","6.7","6.2","1.6","1.7","5.3","0.2",".",".","0.8","0.4","0.6","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","87","3.444","37.9","26.4","25.3","4.6","4.6",".",".",".",".",".",".",".",".","1.1",".","."
"Sophomore","","212","3.207","34.9","25.5","14.6","8.0","8.0","5.2","2.8",".",".",".",".",".",".","0.9",".","."
"Junior","","196","3.326","35.2","24.0","24.5","6.6","6.6","1.5","1.0",".",".",".",".",".",".",".","0.5","."
"Senior","","452","3.265","33.0","23.7","17.5","8.2","7.3","0.9","2.4","5.3",".",".",".","0.2","0.4","0.9","0.2","."
"Undergraduates","","947","3.283","34.3","24.4","19.0","7.5","7.1","1.9","2.0","2.5",".",".",".","0.1","0.2","0.7","0.2","."
"Special","","44","3.646","15.9","13.6","2.3","2.3",".",".",".","65.9",".",".",".",".",".",".",".","."
"Graduate","","120","3.736","56.7","17.5","7.5","1.7","1.7",".",".","4.2","1.7",".",".","6.7","2.5",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","Dept. Total","1112","3.327","36.0","23.2","17.1","6.7","6.2","1.6","1.7","5.3","0.2",".",".","0.8","0.4","0.6","0.2","."
