"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","147","2.603","18.4","8.2","19.7","8.2","35.4","6.1","3.4",".",".",".",".",".",".",".","0.7","."
"","103
002","208","2.978","13.0","25.0","31.3","14.9","12.5","2.4","1.0",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","355","2.823","15.2","18.0","26.5","12.1","22.0","3.9","2.0",".",".",".",".",".",".",".","0.3","."
"","104
001","311","2.809","21.5","7.4","27.3","10.9","27.3","4.8","0.6",".",".",".",".",".",".",".",".","."
"","104
002","317","2.715","20.8","8.2","30.3","3.5","27.1","5.7","4.4",".",".",".",".",".",".",".",".","."
"","104
003","280","2.663","14.6","6.1","38.6","5.7","24.6","7.1","3.2",".",".",".",".",".",".",".",".","."
"","004
104","328","2.940","22.9","9.8","32.9","8.2","22.3","2.7","0.6",".",".",".",".",".",".","0.3","0.3","."
"General Chemistry","Course Total","1236","2.786","20.1","7.9","32.1","7.1","25.3","5.0","2.2",".",".",".",".",".",".","0.1","0.1","."
"General Chemistry","108
001","106","3.080","26.4","24.5","21.7","12.3","7.5","5.7","1.9",".",".",".",".",".",".",".",".","."
"Chemical Principles II","116
001","24","3.729","66.7","12.5","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
028","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
052","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
054","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","13","3.905","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","83","2.687","15.7","10.8","20.5","18.1","28.9","3.6","2.4",".",".",".",".",".",".",".",".","."
"","327
001","56","2.864","19.6","7.1","26.8","19.6","23.2","1.8",".","1.8",".",".",".",".",".",".",".","."
"","327
002","64","2.727","15.6","14.1","23.4","18.8","18.8","6.3","3.1",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","120","2.790","17.5","10.8","25.0","19.2","20.8","4.2","1.7","0.8",".",".",".",".",".",".",".","."
"","329
001","56","3.125","41.1","3.6","21.4","10.7","21.4","1.8",".",".",".",".",".",".",".",".",".","."
"","329
002","81","3.475","51.9","8.6","34.6",".","2.5","1.2","1.2",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","137","3.332","47.4","6.6","29.2","4.4","10.2","1.5","0.7",".",".",".",".",".",".",".",".","."
"","001
343","229","2.581","14.4","7.9","32.8","7.0","24.9","7.4","5.7",".",".",".",".",".",".",".",".","."
"","002
343","234","2.532","19.2","6.0","31.6","3.4","17.9","15.0","6.4","0.4",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","463","2.556","16.8","6.9","32.2","5.2","21.4","11.2","6.0","0.2",".",".",".",".",".",".",".","."
"","344
001","17","3.382","41.2","5.9","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
002","18","3.222","27.8","27.8","16.7","16.7","11.1",".",".",".",".",".",".",".",".",".",".","."
"","344
003","18","3.306","27.8","22.2","38.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
004","18","3.306","22.2","33.3","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
005","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
006","17","3.324","29.4","23.5","29.4","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
007","17","3.265","11.8","41.2","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
008","18","3.306","22.2","33.3","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
009","16","3.313","25.0","31.3","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
010","18","3.333","16.7","44.4","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
011","18","3.139","27.8","27.8","22.2","11.1","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"","344
012","18","3.278","16.7","33.3","44.4",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
013","18","3.361","22.2","44.4","22.2","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
014","18","3.278","22.2","33.3","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","344
015","18","3.250","16.7","38.9","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
016","18","3.444","33.3","33.3","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
017","17","3.324","35.3","17.6","29.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
018","15","3.267","20.0","26.7","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 174 of 407",""
