"TERM : 1054","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2004-2005","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","",""
"OTM
238","Dept. Total","634","3.354","33.8","24.0","27.0","7.9","4.1","0.8","0.3","2.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","86","3.081","17.4","23.3","38.4","9.3","8.1","2.3","1.2",".","",".",".","",".","",".","",".",".",".","."
"Senior","","202","3.043","18.8","13.9","37.6","17.3","8.4","1.5","0.5","2.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","288","3.055","18.4","16.7","37.8","14.9","8.3","1.7","0.7","1.4","",".",".","",".","",".","",".",".",".","."
"Special","","4","2.500",".",".","50.0",".","50.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","340","3.625","47.1","30.3","17.6","2.1",".",".",".","2.9","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","634","3.354","33.8","24.0","27.0","7.9","4.1","0.8","0.3","2.2","",".",".","",".","",".","",".",".",".","."
